City,Country,Lat,Lng,Description,Humidity,MaxTemp,Cloudiness,WindSpeed
Madang,PG,-5.2246,145.7966,broken clouds,86,78.89,73,3.04
Haines Junction,CA,60.7522,-137.5108,overcast clouds,45,40.95,99,4.61
Morondava,MG,-20.2833,44.2833,clear sky,80,78.78,9,4.99
Harper,LR,4.375,-7.7169,broken clouds,82,78.66,52,7.31
Constitucion,CL,-35.3333,-72.4167,clear sky,58,69.6,3,19.35
Caravelas,BR,-17.7125,-39.2481,overcast clouds,97,67.78,100,4.07
Kande,TG,9.9578,1.0447,broken clouds,16,73.74,59,3.06
Makokou,GA,0.5738,12.8642,broken clouds,74,73.4,70,2.15
Salinopolis,BR,-0.6136,-47.3561,overcast clouds,83,78.82,100,9.91
Burnie,AU,-41.0667,145.9167,clear sky,49,59.94,0,2.35
Kajaani,FI,64.2273,27.7285,overcast clouds,92,14.05,100,9.22
Narsaq,GL,60.9167,-46.05,broken clouds,73,14.22,69,6.62
Tacuarembo,UY,-31.7333,-55.9833,overcast clouds,40,78.12,86,15.77
Yumen,CN,40.2833,97.2,overcast clouds,93,5.47,99,3.42
Nanortalik,GL,60.1432,-45.2371,broken clouds,80,20.86,62,4.0
Susanville,US,40.4163,-120.653,scattered clouds,68,36.81,29,1.01
Nakhon Phanom,TH,17.3333,104.4167,scattered clouds,79,57.85,25,2.48
Londoko,RU,49.0333,131.9833,overcast clouds,96,-21.44,90,4.18
Mandalgovi,MN,45.7625,106.2708,broken clouds,71,-10.39,64,18.34
Bambanglipuro,ID,-7.95,110.2833,light rain,89,76.01,98,6.26
Egvekinot,RU,66.3167,-179.1667,overcast clouds,92,-8.41,100,0.67
Twentynine Palms,US,34.1356,-116.0542,broken clouds,29,58.96,82,8.19
Kovur,IN,14.4833,79.9833,scattered clouds,81,69.53,36,3.36
Iquitos,PE,-3.7481,-73.2472,scattered clouds,74,82.44,40,2.3
Lishan,CN,31.8576,113.2951,overcast clouds,47,36.55,97,11.88
Dauphin,CA,51.1494,-100.0502,light snow,100,21.34,100,23.02
Namibe,AO,-15.1961,12.1522,overcast clouds,78,69.87,99,4.09
Hay River,CA,60.8156,-115.7999,overcast clouds,85,4.98,100,4.61
Bulgan,MN,48.8125,103.5347,overcast clouds,90,-9.83,94,4.14
Tondano,ID,1.3038,124.9112,overcast clouds,95,68.09,100,2.42
Novikovo,RU,51.1537,37.8879,light snow,97,28.02,100,10.04
Coquimbo,CL,-29.9533,-71.3436,few clouds,77,65.93,20,12.66
Zhigansk,RU,66.7697,123.3711,broken clouds,99,-46.86,84,1.1
Nawalapitiya,LK,7.0559,80.5348,broken clouds,86,65.46,80,3.38
Sidney,AU,-33.8679,151.2073,broken clouds,60,59.77,75,11.5
Dongsheng,CN,39.8161,109.9776,scattered clouds,46,2.97,37,13.62
Gambela,ET,8.25,34.5833,few clouds,55,79.2,14,0.29
Uvinza,TZ,-5.1036,30.3911,overcast clouds,95,63.12,100,2.59
Marechal Candido Rondon,BR,-24.5561,-54.0567,few clouds,69,75.7,18,5.28
Nikki,BJ,9.9401,3.2108,broken clouds,19,75.58,64,3.15
Laguna,US,38.421,-121.4238,clear sky,64,57.31,0,4.61
Paamiut,GL,61.994,-49.6678,overcast clouds,68,22.78,100,6.22
Galle,LK,6.0367,80.217,overcast clouds,84,76.46,98,3.71
Moranbah,AU,-22.0016,148.0466,broken clouds,63,77.99,82,13.27
Jardim,BR,-21.4803,-56.1381,scattered clouds,36,90.72,37,4.61
Thinadhoo,MV,0.5333,72.9333,scattered clouds,71,81.25,25,9.62
Urumqi,CN,43.801,87.6005,fog,85,0.55,100,0.0
Alyangula,AU,-13.8483,136.4192,overcast clouds,70,84.06,100,8.19
Makat,KZ,47.6469,53.3463,overcast clouds,54,29.7,99,9.22
Ambon,ID,-3.6954,128.1814,scattered clouds,16,76.23,40,6.91
Ayagoz,KZ,47.9714,80.4392,clear sky,81,-5.12,1,7.76
Batemans Bay,AU,-35.7167,150.1833,scattered clouds,47,59.09,46,11.99
Namikupa,TZ,-10.8333,39.6,overcast clouds,98,70.84,100,2.59
Verkhniy Baskunchak,RU,48.2256,46.7217,overcast clouds,92,28.13,100,9.4
Amga,RU,60.8953,131.9608,overcast clouds,100,-47.29,100,2.28
Kuching,MY,1.55,110.3333,light rain,96,77.04,40,0.0
Sola,VU,-13.8833,167.55,scattered clouds,79,83.07,40,2.3
Sosua,DO,19.7667,-70.5167,few clouds,74,84.18,20,11.5
Marawi,PH,7.9986,124.2928,overcast clouds,89,67.57,100,1.88
Boueni,YT,-12.9025,45.0761,broken clouds,75,78.78,83,8.93
Jonava,LT,55.0833,24.2833,mist,86,19.45,100,6.91
Buraydah,SA,26.326,43.975,clear sky,47,61.25,4,9.37
Lakki Marwat,PK,32.6079,70.9114,clear sky,22,58.59,0,1.41
Bolnisi,GE,41.4479,44.5384,scattered clouds,81,40.59,45,1.81
Husavik,IS,66.0449,-17.3389,light snow,78,18.93,100,7.07
Nouadhibou,MR,20.931,-17.0347,clear sky,88,67.98,0,14.97
Luebo,CD,-5.35,21.4167,overcast clouds,80,72.84,100,1.25
Ouango,CF,4.3133,22.5552,scattered clouds,64,72.9,28,1.61
Awbari,LY,26.5921,12.7805,clear sky,34,66.67,0,9.91
Takoradi,GH,4.8845,-1.7554,few clouds,83,79.54,15,9.08
Rio Cuarto,AR,-33.1307,-64.3499,few clouds,25,85.77,20,11.5
Merauke,ID,-8.4667,140.3333,overcast clouds,85,79.2,99,4.88
Blue Springs,US,39.0169,-94.2816,overcast clouds,63,35.13,100,17.27
Naze,JP,28.3667,129.4833,light rain,80,56.32,100,18.23
Nacala,MZ,-14.5428,40.6728,light rain,83,79.32,55,8.99
Flagstaff,US,35.1981,-111.6513,clear sky,50,38.55,0,10.36
Erzin,TR,36.9559,36.2,overcast clouds,76,57.87,87,4.05
Zyryanovsk,KZ,49.7386,84.2719,scattered clouds,99,-23.17,43,1.48
Quakenbruck,DE,52.6833,7.95,scattered clouds,85,30.18,35,6.04
Otane,NZ,-39.8833,176.6333,overcast clouds,63,70.02,99,8.93
Half Moon Bay,US,37.4636,-122.4286,clear sky,49,59.14,0,4.61
Akure,NG,7.2526,5.1931,overcast clouds,79,75.47,87,2.66
Nenjiang,CN,49.1833,125.2167,clear sky,93,-27.62,8,2.19
Porto Novo,BJ,6.4965,2.6036,overcast clouds,82,79.92,96,7.25
Aguimes,ES,27.9054,-15.4461,broken clouds,73,66.67,75,11.5
Hailar,CN,49.2,119.7,overcast clouds,99,-28.77,85,2.24
Kopervik,NO,59.2835,5.3067,scattered clouds,86,32.32,40,11.5
Bayburt,TR,40.2589,40.2278,overcast clouds,84,40.64,100,2.84
Lukoyanov,RU,55.0277,44.4786,light snow,95,20.16,100,11.25
Peruibe,BR,-24.32,-46.9983,scattered clouds,82,70.7,42,6.82
Kuusamo,FI,65.9667,29.1833,light snow,92,14.04,100,12.66
Nagornyy,RU,52.7959,83.5498,clear sky,100,-15.81,6,2.71
Bukan,IR,36.521,46.2089,scattered clouds,82,41.79,26,2.55
Port-Cartier,CA,50.0334,-66.8654,clear sky,88,28.51,8,7.07
Safaga,EG,26.7292,33.9365,clear sky,52,69.84,0,13.98
Brae,GB,60.3964,-1.353,overcast clouds,65,37.13,100,13.13
Camacha,PT,33.0833,-16.3333,scattered clouds,67,60.22,40,18.41
Mattru,SL,7.6244,-11.8332,clear sky,87,75.88,2,2.48
Tomatlan,MX,19.9333,-105.25,few clouds,47,80.31,19,7.31
San Matias,BO,-16.3667,-58.4,overcast clouds,77,79.34,100,5.7
Ballybofey,IE,54.8,-7.7833,scattered clouds,92,35.35,28,2.89
Huarmey,PE,-10.0681,-78.1522,overcast clouds,77,72.91,98,8.84
Spornoye,RU,50.8448,37.2913,light snow,96,27.7,100,9.73
Roma,US,43.2128,-75.4557,snow,77,35.96,100,13.8
Celestun,MX,20.8667,-90.4,clear sky,75,79.79,10,10.02
Meridian,US,43.6121,-116.3915,clear sky,72,34.16,0,12.66
Becicherecu Mic,RO,45.8292,21.0514,overcast clouds,91,45.21,100,7.61
Dongtai,CN,32.8523,120.3095,overcast clouds,83,42.39,99,16.49
Gambat,PK,27.3515,68.5205,clear sky,24,57.29,0,4.97
Wawa,NG,9.9022,4.4192,overcast clouds,23,79.61,100,1.79
Portobelo,PA,9.55,-79.65,light rain,85,80.11,64,5.57
Tiznit,MA,29.5833,-9.5,light rain,78,57.63,75,9.15
Kalmunai,LK,7.4167,81.8167,overcast clouds,84,75.02,96,7.85
Constantine,DZ,36.365,6.6147,few clouds,76,53.01,20,9.22
Port Angeles,US,48.1181,-123.4307,overcast clouds,82,44.55,100,6.91
Broome,US,42.2506,-75.833,snow,82,34.47,100,14.97
Churapcha,RU,62.0025,132.4325,overcast clouds,98,-49.25,98,2.91
Holme,DK,56.1138,10.1725,scattered clouds,89,21.94,32,3.09
Caxito,AO,-8.5785,13.6643,overcast clouds,88,75.27,94,2.24
El Alto,PE,-4.2714,-81.2147,overcast clouds,75,76.66,100,11.03
Amapa,BR,1.0,-52.0,overcast clouds,73,79.03,100,3.22
Hamada,JP,34.8833,132.0833,overcast clouds,71,47.41,100,13.49
Varzea Da Palma,BR,-17.5981,-44.7308,overcast clouds,82,71.87,99,3.87
Cairns,AU,-16.9167,145.7667,broken clouds,78,85.06,75,3.44
Margate,GB,51.3813,1.3862,few clouds,91,34.7,18,17.72
Nieuw Amsterdam,SR,5.8833,-55.0833,scattered clouds,77,82.42,40,11.5
Zhuhai,CN,22.2769,113.5678,broken clouds,94,58.78,75,17.27
Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,overcast clouds,75,80.51,100,1.81
Abha,SA,18.2164,42.5053,clear sky,76,55.22,0,0.0
Coihaique,CL,-45.5752,-72.0662,overcast clouds,64,61.41,100,7.27
Isangel,VU,-19.55,169.2667,few clouds,65,80.71,20,2.3
Khorixas,NA,-20.3667,14.9667,overcast clouds,50,67.48,99,9.55
Russell,US,32.3502,-85.1999,clear sky,44,63.68,0,9.22
Mangai,CD,-4.05,19.5333,broken clouds,92,69.12,62,1.34
Ponta Delgada,PT,37.7333,-25.6667,few clouds,72,58.5,20,1.14
Labuhan,ID,-6.8844,112.2051,light rain,84,78.03,100,7.61
Batsfjord,NO,70.6345,29.7185,snow,86,33.73,75,6.91
Diffa,NE,13.3154,12.6113,broken clouds,16,73.18,67,9.01
Lerwick,GB,60.1545,-1.1494,overcast clouds,60,35.6,100,13.09
Churachandpur,IN,24.3333,93.6667,few clouds,89,44.53,16,1.9
Pacifica,US,37.6138,-122.4869,scattered clouds,52,58.96,40,10.36
Shima,CN,24.4478,117.8111,overcast clouds,91,59.02,100,2.68
Hirara,JP,24.8,125.2833,overcast clouds,86,73.27,92,14.76
Farkhor,TJ,37.4922,69.4036,scattered clouds,51,45.41,32,5.93
Kirkenes,NO,69.7271,30.0458,broken clouds,79,19.62,75,13.8
Yamandu,SL,7.9362,-11.4928,clear sky,86,73.4,0,1.81
Slave Lake,CA,55.2834,-114.769,clear sky,92,13.98,0,4.61
Kununurra,AU,-15.7667,128.7333,overcast clouds,88,76.98,96,0.0
Comodoro Rivadavia,AR,-45.8667,-67.5,few clouds,32,67.86,20,17.27
Agaro,ET,7.85,36.65,overcast clouds,85,60.58,85,0.54
Dalby,AU,-27.1833,151.2667,broken clouds,41,70.43,72,5.86
Durazno,UY,-33.4131,-56.5006,scattered clouds,42,72.66,50,17.81
Saint Anthony,US,45.0205,-93.218,snow,94,34.12,100,6.91
Christchurch,NZ,-43.5333,172.6333,overcast clouds,83,78.33,99,4.61
Barbastro,ES,42.0356,0.1269,overcast clouds,86,50.18,88,4.05
Eskil,TR,38.4017,33.4131,broken clouds,76,50.16,80,5.79
Yatou,CN,37.15,122.3833,broken clouds,58,26.44,61,12.35
Teofilo Otoni,BR,-17.8575,-41.5053,overcast clouds,98,64.54,100,1.66
Soyo,AO,-6.1349,12.3689,light rain,87,77.83,77,6.73
Talcahuano,CL,-36.7167,-73.1167,clear sky,44,78.48,0,18.41
Honningsvag,NO,70.9821,25.9704,broken clouds,69,35.35,75,27.63
Nuevo Progreso,MX,23.1667,-97.95,clear sky,46,75.47,1,7.0
Hwange,ZW,-18.3693,26.5019,overcast clouds,75,72.43,100,2.95
Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,overcast clouds,69,82.11,90,2.46
Pacajus,BR,-4.1725,-38.4606,overcast clouds,81,81.75,100,7.56
Mulege,MX,26.8833,-111.9833,few clouds,47,63.91,16,12.62
Natitingou,BJ,10.3042,1.3796,broken clouds,16,75.07,74,4.14
Qaqortoq,GL,60.7167,-46.0333,broken clouds,76,10.56,77,5.7
Paragominas,BR,-2.9667,-47.4833,light rain,67,80.92,100,3.27
Kamenka,RU,51.3223,42.7678,overcast clouds,89,21.47,100,10.65
Esil,KZ,51.9556,66.4042,scattered clouds,82,4.46,32,5.1
Zlutice,CZ,50.0919,13.163,overcast clouds,93,24.87,100,5.82
Rovaniemi,FI,66.5,25.7167,light snow,85,8.01,100,6.91
Yairipok,IN,24.6667,94.0667,clear sky,81,45.01,6,0.74
Umm Kaddadah,SD,13.6017,26.6876,overcast clouds,27,66.29,100,12.5
Baoying,CN,33.2292,119.3092,overcast clouds,79,38.26,100,14.92
Port Augusta,AU,-32.5,137.7667,clear sky,41,64.24,0,11.1
Tiarei,PF,-17.5333,-149.3333,overcast clouds,76,86.02,94,16.06
Kutum,SD,14.2,24.6667,broken clouds,30,60.66,79,8.52
Oistins,BB,13.0667,-59.5333,scattered clouds,69,82.49,40,16.11
Macia,MZ,-25.0269,33.0989,overcast clouds,87,76.69,99,2.68
San Luis,AR,-33.295,-66.3356,clear sky,17,83.3,0,13.53
Kasongo-Lunda,CD,-6.4667,16.8167,light rain,97,68.67,100,0.34
Kangaatsiaq,GL,68.3065,-53.4641,light snow,84,29.21,100,22.39
Te Anau,NZ,-45.4167,167.7167,broken clouds,71,65.91,64,2.06
Hualmay,PE,-11.0964,-77.6139,overcast clouds,75,72.68,100,8.93
Salina,US,38.8403,-97.6114,few clouds,49,35.73,20,29.93
Lagoa,PT,39.05,-27.9833,light rain,84,55.94,96,16.17
Mbuguni,TZ,-3.5667,36.95,broken clouds,71,74.82,51,6.44
Warrnambool,AU,-38.3833,142.4833,overcast clouds,76,56.41,100,12.91
Sabla,NG,12.7525,4.7077,overcast clouds,15,74.46,99,8.48
Payo,ID,-3.7508,103.6372,overcast clouds,98,72.52,90,1.97
Bolu,TR,40.6667,31.5833,overcast clouds,89,48.47,94,3.04
Bull Savanna,JM,17.8868,-77.5902,clear sky,70,78.35,0,13.67
Huanren,CN,41.2647,125.3667,few clouds,66,2.19,18,0.25
Chaihe,CN,44.7667,129.7,clear sky,63,-2.4,1,13.62
Quatre Cocos,MU,-20.2078,57.7625,broken clouds,66,76.08,82,12.26
Biloela,AU,-24.4167,150.5,scattered clouds,29,75.09,49,6.64
Buin,CL,-33.7333,-70.75,clear sky,10,97.12,0,5.93
Brigantine,US,39.4101,-74.3646,moderate rain,92,49.01,100,16.11
Glasgow,GB,55.8652,-4.2576,fog,89,31.98,40,2.3
Chimore,BO,-16.9833,-65.1333,overcast clouds,73,82.22,100,4.0
Pekan,MY,3.4836,103.3996,overcast clouds,90,76.96,100,7.11
Khvoynaya,RU,58.9,34.5333,light snow,96,20.05,100,5.55
Mindelo,CV,16.8901,-24.9804,few clouds,73,74.75,20,32.21
Marang,MY,5.2056,103.2059,overcast clouds,85,80.96,100,0.98
Cap Malheureux,MU,-19.9842,57.6142,broken clouds,74,76.46,81,5.99
Manaus,BR,-3.1019,-60.025,few clouds,62,88.3,20,5.75
Raga,SS,8.4596,25.678,few clouds,21,72.59,13,4.27
Rozavlea,RO,47.7333,24.2167,overcast clouds,94,37.4,99,4.45
Tingo Maria,PE,-9.2895,-76.0088,overcast clouds,80,79.9,96,1.59
Sines,PT,37.9562,-8.8698,few clouds,81,60.3,17,8.01
Ginda,IN,30.6945,78.4932,clear sky,16,47.61,0,6.91
Mount Isa,AU,-20.7333,139.5,broken clouds,12,76.77,70,10.36
Elk City,US,35.412,-99.4043,clear sky,29,46.62,0,18.41
Anadyr,RU,64.75,177.4833,scattered clouds,85,16.3,40,31.32
Bluffton,US,32.2371,-80.8604,scattered clouds,86,71.67,40,8.05
Banjar,ID,-8.19,114.9675,overcast clouds,90,77.4,100,5.64
Togur,RU,58.3631,82.8265,overcast clouds,95,-10.91,91,5.77
Karpathos,GR,35.507,27.2132,few clouds,94,66.16,14,9.22
Hambantota,LK,6.1241,81.1185,few clouds,100,71.94,20,3.44
Staryy Nadym,RU,65.6118,72.6842,overcast clouds,85,12.11,100,18.34
Tessalit,ML,20.1986,1.0114,clear sky,15,73.24,0,10.31
Chapais,CA,49.7834,-74.8492,clear sky,88,26.38,8,11.12
Ambilobe,MG,-13.2,49.05,broken clouds,90,74.82,75,1.68
Adre,TD,13.4667,22.2,scattered clouds,20,66.67,49,12.1
Dajal,PK,29.5577,70.3762,clear sky,28,58.19,1,1.88
Nosy Varika,MG,-20.5833,48.5333,light rain,89,73.98,98,4.81
Vila,PT,42.0304,-8.1588,overcast clouds,95,43.68,98,3.36
Sovetskiy,RU,61.3614,63.5842,light snow,95,10.0,100,6.82
Krasnyy Kholm,RU,58.0607,37.1203,light snow,94,21.15,100,13.69
Wynyard,AU,-41.0,145.7167,clear sky,49,59.97,0,3.2
Vologda,RU,59.2187,39.8886,light snow,93,19.0,100,14.83
Martyush,RU,56.4,61.8819,scattered clouds,93,1.76,41,4.68
Ahvaz,IR,31.3203,48.6693,broken clouds,88,60.75,75,4.61
Blackwater,AU,-23.5833,148.8833,scattered clouds,24,77.34,45,8.81
Ulladulla,AU,-35.35,150.4667,broken clouds,52,58.95,74,14.2
Eureka,US,40.8021,-124.1637,clear sky,76,54.19,0,1.99
San Andres,CO,12.5847,-81.7006,light rain,74,84.22,40,14.97
Irbil,IQ,36.1926,44.0106,few clouds,93,49.82,11,5.75
Westport,US,41.1415,-73.3579,light rain,78,42.89,100,11.5
Urubicha,BO,-15.3833,-62.95,overcast clouds,96,74.68,93,3.62
Kenai,US,60.5544,-151.2583,mist,92,19.49,0,0.0
Vanimo,PG,-2.6741,141.3028,overcast clouds,88,78.24,97,4.65
Byron Bay,AU,-28.65,153.6167,overcast clouds,60,66.94,100,4.0
Elda,ES,38.4778,-0.7916,scattered clouds,71,55.44,27,6.15
Namatanai,PG,-3.6667,152.4333,broken clouds,76,81.97,61,5.44
Mayumba,GA,-3.432,10.6554,light rain,86,77.74,76,4.12
Itzehoe,DE,53.921,9.5153,light snow,94,32.09,100,1.01
Praia,CV,14.9215,-23.5087,clear sky,65,77.54,0,17.27
Dzilam Gonzalez,MX,21.2833,-88.9333,clear sky,64,82.62,1,8.25
Lata,PT,40.1629,-8.3327,light rain,90,57.81,47,7.18
Sydney,AU,-33.8679,151.2073,broken clouds,59,61.34,75,11.5
Kismayo,SO,-0.3582,42.5454,clear sky,80,78.17,2,12.88
Corner Brook,CA,48.9667,-57.9484,overcast clouds,87,33.96,100,15.41
Neuquen,AR,-38.9516,-68.0591,clear sky,18,84.09,0,6.91
Syracuse,IT,37.0881,15.2792,broken clouds,76,67.32,55,7.81
Riviere-Au-Renard,CA,48.9957,-64.3971,overcast clouds,77,30.49,100,13.96
Soma,TR,39.1855,27.6094,overcast clouds,83,56.34,93,3.04
Northam,GB,51.0333,-4.2167,clear sky,82,24.26,1,4.03
Jinchang,CN,38.4953,102.1739,overcast clouds,67,12.0,94,7.78
Jasper,US,37.2001,-94.3502,broken clouds,48,40.1,75,21.85
Barcelona,ES,41.3888,2.159,few clouds,76,59.85,20,5.75
Stornoway,GB,58.2093,-6.3865,overcast clouds,92,30.04,93,4.61
Qui Nhon,VN,13.7667,109.2333,overcast clouds,82,72.37,98,10.98
Thai Nguyen,VN,21.5928,105.8442,clear sky,76,58.78,6,1.88
San Javier,ES,37.8063,-0.8374,clear sky,79,58.89,0,5.75
Hansi,IN,29.1,75.9667,clear sky,25,55.11,0,6.4
Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,broken clouds,79,18.19,75,4.47
Werda,BW,-25.2667,23.2833,overcast clouds,63,74.32,97,9.19
Kachiry,KZ,53.0675,76.1036,few clouds,90,-10.16,11,9.91
Ayan,RU,56.45,138.1667,overcast clouds,73,-13.94,100,22.73
Coahuayana,MX,18.7333,-103.6833,few clouds,56,81.72,19,6.42
Mehamn,NO,71.0357,27.8492,light intensity shower rain,86,33.75,75,27.63
Bitung,ID,1.4451,125.1824,overcast clouds,86,76.05,100,7.85
Pattani,TH,6.75,100.4167,overcast clouds,92,79.43,86,5.01
Grand Gaube,MU,-20.0064,57.6608,broken clouds,74,76.37,82,7.0
Epe,NG,6.5841,3.9834,broken clouds,85,78.3,63,4.85
Jasdan,IN,22.0333,71.2,overcast clouds,42,73.15,100,9.08
Yantzaza,EC,-3.8278,-78.7594,light rain,70,78.58,84,3.22
Udachnyy,RU,66.4167,112.4,overcast clouds,82,-15.56,93,5.3
Lovozero,RU,68.005,35.0117,broken clouds,97,-2.81,74,5.57
Avera,US,33.194,-82.5271,clear sky,60,62.11,0,11.1
Beira,MZ,-19.8436,34.8389,light rain,89,82.49,20,6.91
Ranibennur,IN,14.6167,75.6167,clear sky,62,63.82,7,5.64
Cefalu,IT,38.0386,14.0229,overcast clouds,67,64.72,89,14.45
Broken Hill,AU,-31.95,141.4333,clear sky,44,59.05,0,12.97
Svetlogorsk,BY,52.6333,29.7333,overcast clouds,93,25.68,100,8.1
Kyabram,AU,-36.3167,145.05,clear sky,51,55.87,0,11.92
